,client-address,client-guid,request-time,service-guid,retries-request,packets-requested,packets-serviced,max-hole-size
238,48.7.16.229,c86211fe-7464-4c12-bf1d-1b6ba809463a,1467136522.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,8,14,6,5
809,140.214.11.29,4cb4360f-7947-4c97-a4cd-9544bbd17eb5,1467136538.0,35501e3f-e06c-4cb5-9062-e8611a591cab,4,10,12,11
70,241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,1467136544.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,2,13,12,12
412,82.216.136.129,e2a058c2-2a39-46fc-b18f-4b852cce97a9,1467136713.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,6,11,9,13
311,185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,1467136766.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,6,9,12,14
477,24.128.90.89,512d6db1-31e0-44ac-9a4d-c06429915320,1467136923.0,601152f5-477a-4ff3-afdb-8bf315341254,6,14,11,9
446,136.86.149.164,5eed724f-e8fc-45e7-9fa0-3860d0b13943,1467136932.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,8,12,11,9
193,211.76.96.253,7fb8a872-6b46-4704-b7d4-183fe8f886a6,1467136996.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,0,16,13,12
326,12.56.177.0,2a9b0c73-79d9-45e4-a61a-26a30a2b8021,1467137039.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,4,13,8,10
847,107.10.23.203,fdaa780e-976b-4c42-b25a-15f1cd5f5fe8,1467137235.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,7,14,9,15
747,94.92.22.194,f16afb1c-f977-44a4-bf92-9b4009ebab51,1467137291.0,fa005302-61ce-44ca-88a5-015fd4392f37,7,2,14,13
103,220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,1467137405.0,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,8,4,16,11
539,24.128.90.89,512d6db1-31e0-44ac-9a4d-c06429915320,1467137407.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,7,18,13,9
832,166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,1467137439.0,35501e3f-e06c-4cb5-9062-e8611a591cab,5,9,7,11
748,240.239.146.238,542ad590-4084-4689-8124-503b9aa79f8e,1467137485.0,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,1,12,12,6
48,139.208.124.41,2c83efdc-c899-4d4f-b715-da19ac180680,1467137741.0,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,3,10,16,13
766,73.210.117.192,f6cc94a6-f9d2-4fa5-a3a6-58420a97b89b,1467137790.0,98279a79-c822-45b4-8429-45ce97a336e5,3,14,10,3
575,142.249.16.121,0762ced5-ced8-4fe6-98a3-d08297080a0a,1467137804.0,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,4,9,16,12
685,226.62.150.59,7a31a821-d6c7-42a5-a00f-34263f2cb438,1467137810.0,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,7,13,10,17
841,209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,1467137840.0,db7b9cde-0a4b-459a-a301-88a447410499,9,15,18,12
42,124.253.117.135,7b5b34c5-2d3a-46c8-b462-58ee432c8f0f,1467137858.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,3,11,17,11
15,7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,1467137899.0,19f26076-5d21-4200-b26c-0f32cd87ebde,5,11,12,15
309,244.225.8.162,ca7050d8-e536-4d72-84fc-b1d6d7ac72d9,1467138018.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,4,10,9,8
651,51.133.236.80,1354c83f-66b0-41ac-a3f9-895f863c2acc,1467138147.0,8151ff61-4777-4187-b719-e750b91281c8,5,19,7,13
182,133.162.159.139,8796189b-bda4-4096-8ef6-0eb461443b40,1467138174.0,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,3,15,10,19
864,44.53.33.231,849f679f-02b2-485f-8e0c-66d138bc7bb7,1467138270.0,8de44210-f265-4f16-a94b-8b0eadc0de23,4,15,12,4
637,188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,1467138402.0,e16b762f-d0a2-4e1f-95a2-2ee9985c6aff,9,6,14,12
422,11.168.249.153,a625f52a-7a79-4986-8741-d5866ffab46e,1467138414.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,3,4,5,14
350,193.186.89.202,430fbb17-9624-4b40-b483-61a3f3ac2816,1467138463.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,1,11,4,8
510,81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,1467138470.0,1664d39d-45f1-4939-87e2-b7221e30d157,3,5,18,13
320,63.238.70.233,548fdcfe-1f63-49c8-b764-e5fd4010d4f6,1467138575.0,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,3,15,15,16
248,108.107.205.99,c566defa-ccb1-4374-93fb-471dc3f158be,1467138624.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,0,12,13,12
828,107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,1467138673.0,35501e3f-e06c-4cb5-9062-e8611a591cab,5,11,15,8
876,75.175.93.93,074d853b-eba6-472b-b588-adcc0ad69402,1467138682.0,52073b51-cd51-4438-bd54-3bce3a7c239f,6,6,9,17
858,121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,1467138694.0,8151ff61-4777-4187-b719-e750b91281c8,3,17,15,9
370,86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,1467138808.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,4,2,10,3
873,209.174.22.218,8e75ea69-9ad6-4a1f-9b8e-2f77dc3cd7bd,1467139060.0,35501e3f-e06c-4cb5-9062-e8611a591cab,6,12,8,8
499,89.40.139.228,2f0c3b72-fc47-4482-9310-06b598982f01,1467139065.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,7,12,13,11
831,115.89.140.166,b7dde0a3-6c73-438a-9669-5e1d3efdc5a4,1467139121.0,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,9,4,7
719,60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,1467139183.0,3cc76b74-7d16-4651-9699-34332a56f6e7,1,12,14,16
354,136.86.149.164,5eed724f-e8fc-45e7-9fa0-3860d0b13943,1467139188.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,5,11,10,4
203,187.250.147.23,4e937d92-999b-4bc9-9691-7aebe5bdc4c3,1467139275.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,6,6,15,11
629,156.80.210.99,9dc02e96-af25-4344-ac83-58a048464b6c,1467139331.0,52073b51-cd51-4438-bd54-3bce3a7c239f,6,9,15,11
845,79.200.199.206,a3ecf55a-6220-428c-8db9-8079d7ebd878,1467139505.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,4,18,11,18
386,141.15.200.222,cb137077-4b45-416d-a37b-b1ec08600665,1467139517.0,1efced85-b0e3-464b-ac63-472d35909c05,6,13,11,11
882,133.77.39.72,48520ba1-9619-47a3-9649-9dedf2a1154a,1467139539.0,318e9d5d-53f9-43eb-a9d1-88b5c51687f8,8,16,9,6
848,240.107.225.33,63652f6f-5441-4ad0-a5e7-9c0818e4696b,1467139614.0,52073b51-cd51-4438-bd54-3bce3a7c239f,9,5,15,8
776,237.62.58.106,2efcbf4a-b254-4887-876a-8b5d5901ea18,1467139698.0,c5a5edbb-338d-449a-99cb-1baeba48abb2,5,4,11,16
850,9.101.131.209,6949c7c0-6852-4ffa-a46f-9a64190e8b78,1467139745.0,0342f6df-6e8c-48c3-8390-667eb678638b,6,16,11,6
823,138.245.228.58,607c9370-5251-4f08-9468-709de19594b1,1467139770.0,50b89ee3-f4cb-46d9-8d5c-319f6a032406,4,10,9,11
132,178.68.87.10,710cfc78-cbf2-4f22-814b-5d32c07edb21,1467139798.0,d15e4790-67f7-4488-a28d-32ced8673c58,7,17,13,15
627,197.212.243.81,4eb26a85-4e57-45c2-969a-9d9dc6bb264c,1467140184.0,d224de85-cd41-4f03-bff6-de9815877975,7,3,9,14
802,65.38.190.30,a0dc0c76-856e-4a33-af88-6aa5a2f71d5d,1467140270.0,0342f6df-6e8c-48c3-8390-667eb678638b,9,16,13,14
394,69.51.77.90,3faf2136-0687-4827-a3b7-e0dc316572a8,1467140327.0,dc81cacc-af4f-4b0a-8a10-34e106ffdf23,3,12,3,11
62,7.57.136.112,801d175e-02cf-406b-8981-073c298e59f2,1467140466.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,9,10,16,10
623,166.160.242.208,15d7c9ed-bc30-4f87-9452-1e8c3c7fbe0b,1467140536.0,50b89ee3-f4cb-46d9-8d5c-319f6a032406,6,14,15,2
485,40.184.14.168,21c52f96-fdf5-41e5-b329-d23704a040ae,1467140567.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,4,12,15,18
449,43.242.245.235,74d863f8-2d10-48e6-8e58-8be9e8ada003,1467140610.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,5,13,15,11
582,86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,1467140694.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,7,17,14,5
476,81.231.11.150,37b28482-db5f-4e2d-a35c-1aa650137d7c,1467140820.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,6,16,8,12
625,139.199.67.14,b4dce314-e569-4a2a-b5c3-b369b59c9ca3,1467140937.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,12,10,15
869,203.99.237.72,0b8eeb97-cc5c-4ae6-9b0a-f16efc3e3383,1467140973.0,7f386bb2-4bbf-4f14-b56e-3dad78f28674,6,8,5,10
503,207.77.90.74,b84befd4-1024-4c4e-8fcd-55d29fc49373,1467141081.0,586b3947-c63c-4054-a437-d3f8a6836bcf,5,16,8,6
863,164.170.92.72,f6bf1522-c2f8-4c2e-af24-9a65ce7d12b0,1467141113.0,fa005302-61ce-44ca-88a5-015fd4392f37,8,10,12,14
353,70.237.218.233,7eceda16-d625-4e53-8111-bdec470b3cbc,1467141149.0,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,6,18,16,3
318,200.47.19.120,14946fd5-489e-4865-8e6a-e0cb15b7d197,1467141270.0,1664d39d-45f1-4939-87e2-b7221e30d157,5,6,11,9
573,231.102.234.148,1109e335-39d4-4497-8854-bf3937c5a547,1467141306.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,5,13,14,12
765,192.41.186.24,3c2905c7-1561-4683-a885-34fe7f6a2e32,1467141574.0,db7b9cde-0a4b-459a-a301-88a447410499,4,10,17,5
200,61.133.35.7,9b586ca5-9c28-4f61-82a5-e8fe327c179e,1467141586.0,0d5157f7-8012-4455-b66f-4f81d14092b3,7,16,11,17
33,176.219.10.154,23e89ddc-c8ee-475d-b80f-3c4e1c0f0fbc,1467141610.0,19f26076-5d21-4200-b26c-0f32cd87ebde,8,12,14,2
551,45.236.171.185,9ad0ab0d-59cb-4764-baa7-821219fb3970,1467141899.0,4a949998-0e79-4ec1-9894-11360712fc45,7,14,14,16
80,56.211.5.45,f9e4dbcc-ae37-4053-a0f5-957b2273b327,1467141958.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,7,12,18,14
724,123.100.94.89,32c79afe-a76f-4766-a782-0042a6bcb736,1467142049.0,0342f6df-6e8c-48c3-8390-667eb678638b,4,14,7,18
253,239.221.45.234,27fee954-1369-4765-be8e-0886cedf6a18,1467142049.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,3,14,9,13
458,233.190.111.21,0d9f8e59-0f8d-4771-8208-f185b6b879dd,1467142120.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,7,8,12
74,9.201.96.188,820f8e8e-4710-4560-af46-81133624eea1,1467142153.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,14,2,17
654,145.157.137.136,7acbeb5f-ce5f-4805-b24b-6ba979dbd383,1467142199.0,8de44210-f265-4f16-a94b-8b0eadc0de23,6,15,9,10
583,31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,1467142323.0,4ab70dbe-f5e7-4688-aa5c-2ae75faf6c03,1,13,16,17
352,69.51.77.90,3faf2136-0687-4827-a3b7-e0dc316572a8,1467142499.0,60b84364-645b-444c-90ed-879d893f7920,5,10,13,13
461,253.6.226.181,4bb04bf5-8ab9-4f3c-994b-422aabfe42ab,1467142512.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,15,8,6
117,176.162.245.175,a2f5e24d-c8a1-4bec-82fc-788ec6a5c913,1467142650.0,d15e4790-67f7-4488-a28d-32ced8673c58,6,11,13,14
522,12.56.177.0,2a9b0c73-79d9-45e4-a61a-26a30a2b8021,1467142669.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,12,15,15
542,158.72.216.85,c025f3b3-9d38-43cf-96b3-765c8d09376f,1467142678.0,1664d39d-45f1-4939-87e2-b7221e30d157,8,14,16,16
360,86.187.242.163,24ad91a9-a175-4e22-b39e-be06c7df094b,1467142691.0,fbce0713-676d-4dc9-a33b-25ff937c1ae3,3,5,8,12
315,93.59.151.20,955881e2-b0d7-4516-bf16-fb9013e3449b,1467142839.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,6,6,16,12
576,63.238.70.233,548fdcfe-1f63-49c8-b764-e5fd4010d4f6,1467143074.0,60b84364-645b-444c-90ed-879d893f7920,7,11,11,14
264,220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,1467143426.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,5,14,10,10
405,83.216.39.225,83603508-8942-410f-bd10-e8b3f06f5656,1467143640.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,2,9,9
470,204.169.169.140,3b3044e0-f4d8-412a-987b-3ba55e389c19,1467143733.0,90e5b65b-4f12-4bb2-9554-3f5969f4d78b,3,1,18,16
534,130.50.197.69,66cb7ef4-523e-4ee2-9ff4-57f28cd1a2bb,1467143793.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,2,14,17,6
785,0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,1467143849.0,8232ac92-6020-4101-88c0-74d51ea1542b,3,14,17,9
27,80.139.243.28,f86716ba-936d-420b-8698-d87e17d5beb9,1467143925.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,12,10,16
153,11.3.172.88,95dd458f-dc5b-41d8-b2cb-f2b2c08e49e4,1467143944.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,8,5,11,8
607,166.224.30.98,c6379614-8ad6-4318-b21f-8f977ce874ec,1467144048.0,c5a5edbb-338d-449a-99cb-1baeba48abb2,3,16,10,15
712,107.225.10.253,9bc628b7-e57b-4624-bb76-73f796808ca2,1467144094.0,8151ff61-4777-4187-b719-e750b91281c8,4,12,7,6
813,58.137.70.112,da911b08-851c-4e0a-a567-7a5b5afd1589,1467144130.0,9e3d54d8-bcea-4bd5-94f5-bd636df152fa,7,8,14,8
676,66.66.0.223,3ef951dd-3101-491b-82d2-9524f014d933,1467144135.0,98279a79-c822-45b4-8429-45ce97a336e5,3,16,11,10
720,60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,1467144151.0,db7b9cde-0a4b-459a-a301-88a447410499,6,11,15,10
593,100.244.243.255,0ab47f58-2c17-4b8d-9bd1-20ca3b924877,1467144359.0,3cc76b74-7d16-4651-9699-34332a56f6e7,8,7,10,6
673,42.231.39.19,13c04d34-1386-4b4b-bf2b-dd224fe7c263,1467144479.0,8151ff61-4777-4187-b719-e750b91281c8,2,6,15,18
636,121.160.149.186,253462d8-f8c4-41d5-9d0d-56ae360b8138,1467144537.0,fa005302-61ce-44ca-88a5-015fd4392f37,7,8,17,15
560,253.14.16.17,ad4139d3-41b5-4569-8cde-3d54f96a38a3,1467144628.0,601152f5-477a-4ff3-afdb-8bf315341254,6,11,11,18
436,70.237.218.233,7eceda16-d625-4e53-8111-bdec470b3cbc,1467144796.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,8,12,9,15
753,60.21.167.133,a2baa715-405b-4f6b-86b4-ec77e30b563e,1467144821.0,3cc76b74-7d16-4651-9699-34332a56f6e7,2,9,15,4
161,120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,1467144874.0,92aa1c5c-98ab-49f8-a427-4c0bc49d6872,7,13,11,7
69,59.226.117.118,b86b6c00-9bd4-44cc-9b90-69954c52024d,1467144886.0,0d5157f7-8012-4455-b66f-4f81d14092b3,6,14,15,11
148,60.85.142.87,52e09e0d-b610-49cb-ba03-da4525d0314c,1467144893.0,f78fb4fb-3e02-4f42-9c15-45480342cba9,6,4,6,15
416,223.37.193.115,0cb4d1ba-eb44-4c10-8d6c-fd34f7e70694,1467144912.0,7d619a45-2b4d-4a54-9e85-6913c9545e34,4,5,3,14
521,150.90.101.28,cadde77b-3d84-4fff-9dc9-3b99324a5498,1467144955.0,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,2,6,8,6
173,132.130.137.99,570d2a0d-8706-42a1-bb56-b6924df90c8a,1467145097.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,2,2,7,17
567,103.58.130.100,c44b7c04-39a7-47a3-ad41-76771a669989,1467145139.0,d7d6b499-509a-4c08-b95e-68d9662f25ca,6,8,15,1
215,120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,1467145203.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,5,6,9,10
590,159.29.57.124,3c73d3fa-88e0-4aa6-8615-f0695b106600,1467145293.0,e49b6654-fca2-47b2-b816-4bb7e09c6fa3,1,16,6,15
789,75.126.50.161,0e6e02b4-cf55-4332-92cf-d68a2020c1c3,1467145348.0,8de44210-f265-4f16-a94b-8b0eadc0de23,7,4,10,13
291,184.153.63.86,08ebccaf-b52b-488c-a331-17a05f404337,1467145502.0,a6c5d611-45be-43bf-a027-c1e98a89c8f6,5,6,12,11
824,48.25.41.90,9f82fc47-7422-40b1-b6a4-f8b070febddd,1467145579.0,3cc76b74-7d16-4651-9699-34332a56f6e7,2,3,8,16
282,63.166.194.231,75db17ab-aea0-4e56-a9b8-45d5ed29e8ef,1467145645.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,5,14,12,10
519,204.169.169.140,3b3044e0-f4d8-412a-987b-3ba55e389c19,1467145760.0,586b3947-c63c-4054-a437-d3f8a6836bcf,5,13,14,9
312,37.33.8.205,a1a0c559-bd0e-4e28-bfc7-6195a3a2b220,1467145803.0,586b3947-c63c-4054-a437-d3f8a6836bcf,5,15,15,11
541,244.225.8.162,ca7050d8-e536-4d72-84fc-b1d6d7ac72d9,1467145950.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,11,13,16
154,120.229.51.95,225afab6-3797-41cf-acc2-8a88cc86a8b1,1467145977.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,2,6,15,5
105,189.123.107.8,8166905c-cfe9-4e43-8d83-94e8784b2108,1467145979.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,9,13,15,17
814,188.142.186.200,19c26d80-eedb-43fd-a6fc-ce7d1e99b5ae,1467146011.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,6,10,2,15
241,109.69.193.94,1d59de82-a700-41de-8922-f39b8206c231,1467146099.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,3,19,9,10
459,185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,1467146206.0,60b84364-645b-444c-90ed-879d893f7920,8,16,15,15
426,115.224.209.39,13a4fb10-42c2-41bd-b601-5ce5abb088ea,1467146208.0,601152f5-477a-4ff3-afdb-8bf315341254,4,11,2,13
35,52.114.196.208,4e581c7f-0033-4386-a655-fdc5a77f85e4,1467146223.0,19f26076-5d21-4200-b26c-0f32cd87ebde,4,10,15,13
232,83.152.115.149,f2842355-374f-43d0-b5ec-c55566bd3d23,1467146224.0,a944a262-6fdb-4f7f-a510-d123ed9618e6,3,9,15,15
245,132.130.137.99,570d2a0d-8706-42a1-bb56-b6924df90c8a,1467146311.0,8105e514-c0d5-40ba-8c7a-90bf998ba9e4,5,9,14,18
189,180.93.50.114,fe3a8a2c-12eb-437e-a315-895dcc1e123d,1467146390.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,8,13,11,11
158,126.237.243.186,a236ba05-90e6-46b3-b7ed-64e48fec66c8,1467146451.0,d70c87de-7837-450c-9965-17c9f366d183,2,12,13,10
5,220.241.72.217,d757e3cc-da44-4eeb-8a65-5ea358c59c10,1467146637.0,d15e4790-67f7-4488-a28d-32ced8673c58,8,15,12,7
706,231.246.4.49,335e3deb-64bb-4454-b49f-dbbeb0087d16,1467146703.0,fa005302-61ce-44ca-88a5-015fd4392f37,7,14,12,18
570,249.109.127.83,76d37b10-fd7e-4ba2-96d4-7e3c59a31781,1467146782.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,6,18,15,9
86,214.106.113.54,e211a6a1-f75c-401f-91c6-61f51f473d6e,1467146880.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,7,13,15,15
202,44.67.255.227,b9e3e6ce-1c79-4857-ac6a-cc1c0b3405e7,1467146952.0,1d0a29e3-b3b0-4f0d-a684-a0f025955a4d,4,16,15,12
377,253.6.226.181,4bb04bf5-8ab9-4f3c-994b-422aabfe42ab,1467146990.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,11,10,3
587,110.48.230.68,484f29cc-7965-48cb-b29e-122097626161,1467147106.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,5,15,8,11
475,31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,1467147171.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,8,13,14,3
516,8.253.114.215,4cffdc59-795d-4c58-a55a-49e54bfc1362,1467147304.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,6,5,14,17
323,31.154.51.146,4c8acbb4-a751-4a46-858e-7f9c470a62b9,1467147330.0,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,6,15,13,12
342,230.238.223.240,5f63507b-3c0a-43ee-9857-92a95c21fac6,1467147632.0,0ee908d7-d767-4da5-9cbe-fc78e9c6a192,7,17,16,18
501,38.29.201.73,99a4fea8-b7f4-4311-aabb-d75839ffeb9b,1467147644.0,1efced85-b0e3-464b-ac63-472d35909c05,6,2,6,14
165,36.159.98.210,3a3db4ad-afed-435e-9ce1-c7561e5a9d1e,1467147699.0,19f26076-5d21-4200-b26c-0f32cd87ebde,4,17,11,17
4,120.59.207.115,9ddfe5b1-670f-4fab-a839-b33e6c7bae4b,1467147717.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,8,11,16,12
276,95.17.197.78,0182f497-ad22-4482-bd78-8193fd076e51,1467147791.0,fa7b1137-1e85-4d26-aa9d-8da7a812cad6,9,4,14,7
683,2.63.218.165,e5ffcd07-35de-4825-a4e3-534527e39dc6,1467147793.0,8151ff61-4777-4187-b719-e750b91281c8,7,16,12,15
794,167.133.116.248,553f4b0e-eef6-41ac-ae2a-ddbff89e9105,1467147992.0,185ec7fa-2efc-424e-835f-de882857f55e,0,10,3,5
515,244.225.8.162,ca7050d8-e536-4d72-84fc-b1d6d7ac72d9,1467148124.0,4cb309f6-8c9a-4f61-8544-6b458e42f04c,4,12,14,14
610,226.62.150.59,7a31a821-d6c7-42a5-a00f-34263f2cb438,1467148234.0,98279a79-c822-45b4-8429-45ce97a336e5,5,14,8,13
883,163.96.74.120,72b3074e-88e8-4dd1-9084-3d2bf04a3e90,1467148248.0,0342f6df-6e8c-48c3-8390-667eb678638b,6,13,11,5
463,128.84.243.131,ce055c42-e25c-4f78-894f-6d75bd28f16f,1467148407.0,60b84364-645b-444c-90ed-879d893f7920,6,14,8,9
79,241.205.83.197,e0669fc1-d623-45e0-b816-191d9da79985,1467148434.0,6c7444d3-9bca-46d7-a8c6-96939981ae01,7,12,13,10
410,40.184.14.168,21c52f96-fdf5-41e5-b329-d23704a040ae,1467148581.0,601152f5-477a-4ff3-afdb-8bf315341254,4,17,7,3
457,180.220.0.235,7ea02222-31bb-46f2-a27b-0270113c8352,1467148657.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,7,10,8,7
492,95.88.54.206,43c1358a-10cd-4361-9bd7-9328dfeb92fc,1467148831.0,b8cf6fd8-06e2-4e5b-8ed6-6efc8e0ecda3,7,9,15,10
773,38.254.207.22,b2fa475f-bad9-414a-a705-a07d2a58aeb8,1467149015.0,98279a79-c822-45b4-8429-45ce97a336e5,2,10,13,7
47,228.252.85.118,d547834a-1811-48d1-ad82-95d2a048ac8e,1467149073.0,3fb4c246-cf94-4f60-bf47-b709b288f9b2,4,14,7,6
740,181.249.184.32,13162eaf-cf91-4e40-a8e4-3c7a3598c090,1467149177.0,8de44210-f265-4f16-a94b-8b0eadc0de23,8,14,16,14
82,180.174.110.151,08f59cf0-0933-4f0c-8360-dca466fa1fe4,1467149196.0,dd7691ef-4b29-4992-b48d-cb449dfc65b6,8,12,15,17
657,108.215.182.159,97fee10a-afef-4205-a9c2-8e058acf9c39,1467149204.0,7f386bb2-4bbf-4f14-b56e-3dad78f28674,7,11,15,10
287,59.226.117.118,b86b6c00-9bd4-44cc-9b90-69954c52024d,1467149207.0,0a5f0733-d058-4738-8666-f0468c5ee9c3,4,15,4,7
141,23.220.214.225,ce2907ff-3508-442e-b4f7-ba41cdebda96,1467149258.0,147fe620-dd62-4eb6-9a0d-8b8ca1e743b1,9,10,15,14
798,120.31.196.134,b714f712-3aac-4651-96e5-362503cfd5c2,1467149280.0,52073b51-cd51-4438-bd54-3bce3a7c239f,6,12,17,11
159,239.165.154.40,d34f98d1-dfe8-4957-a3ab-2d7a4a1afb1a,1467149397.0,a944a262-6fdb-4f7f-a510-d123ed9618e6,3,7,9,18
473,185.116.188.255,9e73f5dd-1ecb-45d9-9bc7-374c2681515f,1467149515.0,5d35c640-9cf3-43ec-ae1a-5feebed26a37,6,13,12,16
846,180.226.111.28,7ee9b8a3-4e4a-40ee-8339-38e3624fc7bd,1467149772.0,8de44210-f265-4f16-a94b-8b0eadc0de23,6,12,11,10
134,122.229.58.131,088f93cb-f0a8-41ea-acf8-7a29f029ed78,1467149789.0,26ea4cf2-ed09-43d4-a8e6-e3ff1f8e5893,5,7,5,13
842,13.197.159.253,a3258b81-a235-46a4-a5d1-707b58d8d5f5,1467149840.0,b3be9c1c-5712-420d-a359-e9ef0e93c9c5,1,2,8,13
361,200.47.19.120,14946fd5-489e-4865-8e6a-e0cb15b7d197,1467149919.0,bed314cb-4c59-41ee-9c23-3155a80e2bc3,3,14,13,16
779,66.13.76.178,ed7e7e31-ef3c-4ad9-b451-f0a1d077a343,1467149958.0,35501e3f-e06c-4cb5-9062-e8611a591cab,6,11,15,14
746,0.199.32.33,fa1b8375-e2dc-44b8-aaf3-7f9f0fa130a0,1467150081.0,2536e29e-3570-4d53-be7c-b9d059c632a7,5,13,12,6
545,180.220.0.235,7ea02222-31bb-46f2-a27b-0270113c8352,1467150430.0,94f93cba-de8c-4fb6-a03c-d52c10f81247,5,10,5,9
635,254.118.151.41,d3c0ca30-8a57-4535-9167-69e950df32ae,1467150456.0,35501e3f-e06c-4cb5-9062-e8611a591cab,6,6,9,10
537,38.29.201.73,99a4fea8-b7f4-4311-aabb-d75839ffeb9b,1467150753.0,4a949998-0e79-4ec1-9894-11360712fc45,3,4,14,13
